RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
66638,0,3/18/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,76892,AMERICAN,COMPACT,GM,5434,6476,8660,10061,5018,6035,8371,9223,NULL,NULL,18880,28273,NC,5745,0,803
66639,0,3/18/2010,ADESA,2004,6,HONDA,CIVIC,VP,4D SEDAN DX AUTO,SILVER,AUTO,2,Covers,91745,TOP LINE ASIAN,COMPACT,OTHER,4870,5835,8217,8899,4900,5715,8351,8998,NULL,NULL,18880,28273,NC,7360,0,765
66640,0,3/25/2010,ADESA,2007,3,TOYOTA,MATRIX 2WD,Bas,4D SEDAN,BLACK,AUTO,2,Covers,75098,TOP LINE ASIAN,MEDIUM,OTHER,8842,10039,12843,14002,8035,9624,11622,12977,NULL,NULL,8172,28273,NC,7865,0,569
66641,0,3/25/2010,ADESA,2007,3,KIA,RIO,Bas,4D SEDAN,BLACK,MANUAL,2,Covers,36524,OTHER ASIAN,COMPACT,OTHER,5368,6296,8754,9506,5061,6331,8500,10633,NULL,NULL,8172,28273,NC,5440,0,462
66642,1,3/25/2010,ADESA,2005,5,KIA,SORENTO 4WD,EX,4D SPORT UTILITY EX,SILVER,AUTO,1,Alloy,88659,OTHER ASIAN,MEDIUM SUV,OTHER,7021,8878,10760,12374,8224,10328,11789,14677,NULL,NULL,17675,28273,NC,7495,0,2022
66643,1,3/25/2010,ADESA,2003,7,MINI,COOPER,Bas,2D COUPE,GOLD,AUTO,1,Alloy,63116,OTHER,COMPACT,OTHER,7223,8464,11841,13876,7671,8946,11258,12352,NULL,NULL,17675,28273,NC,8385,0,2838
66644,0,3/25/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2,Covers,90084,AMERICAN,MEDIUM,CHRYSLER,4226,5220,7267,8459,4192,5222,7257,8415,NULL,NULL,17675,28273,NC,4835,0,1630
66645,0,3/25/2010,ADESA,2008,2,TOYOTA,CAMRY 4C,CE,4D SEDAN CE,SILVER,AUTO,2,Covers,59630,TOP LINE ASIAN,MEDIUM,OTHER,11265,12108,15617,16596,10686,11682,14581,16020,NULL,NULL,17675,28273,NC,10420,0,505
66646,0,3/25/2010,ADESA,2005,5,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,2,Covers,82947,AMERICAN,VAN,CHRYSLER,4942,6100,8206,9419,4452,6105,7890,9645,NULL,NULL,17675,28273,NC,7580,0,1763
66647,1,3/25/2010,ADESA,2007,3,KIA,SPECTRA,,4D SEDAN EX,ORANGE,AUTO,1,Alloy,77762,OTHER ASIAN,MEDIUM,OTHER,6274,7264,9466,10650,6107,7142,9591,10478,NULL,NULL,8172,28273,NC,5845,0,569
66648,0,3/25/2010,ADESA,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,RED,AUTO,1,Alloy,74083,TOP LINE ASIAN,MEDIUM,OTHER,10262,11101,13945,14949,10298,11285,14349,15585,NULL,NULL,8172,28273,NC,10195,0,569
66649,0,3/25/2010,ADESA,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4,RED,AUTO,2,Covers,64297,AMERICAN,COMPACT,FORD,4445,5464,7298,8526,3681,4763,7180,9290,NULL,NULL,8172,28273,NC,5795,0,1020
66650,0,3/25/2010,ADESA,2006,4,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,SILVER,AUTO,2,Covers,76558,AMERICAN,MEDIUM,GM,7230,8793,10268,12199,6456,8013,9702,11160,NULL,NULL,8172,28273,NC,7460,0,1272
66651,0,3/25/2010,ADESA,2007,3,HONDA,ACCORD 4C,SE,4D SEDAN SE AUTO,BLUE,AUTO,1,Alloy,68812,TOP LINE ASIAN,MEDIUM,OTHER,11533,12578,15498,16767,11342,12272,15383,16557,NULL,NULL,17675,28273,NC,10580,0,533
66652,0,3/25/2010,ADESA,2003,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GOLD,AUTO,1,Alloy,85118,AMERICAN,MEDIUM SUV,GM,6100,7423,9244,10636,5208,6306,8619,9842,NULL,NULL,8172,28273,NC,7765,0,1543
66653,0,3/25/2010,ADESA,2003,7,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L SLT,WHITE,AUTO,1,Alloy,84564,AMERICAN,MEDIUM SUV,CHRYSLER,5574,7028,9208,10590,5456,7050,9258,10922,NULL,NULL,17675,28273,NC,6795,0,2063
66654,1,3/25/2010,ADESA,2003,7,BUICK,CENTURY V6,Cus,4D SEDAN CUSTOM,WHITE,AUTO,2,Covers,94150,AMERICAN,MEDIUM,GM,3628,4843,6377,7950,3674,5063,6365,7910,NULL,NULL,8172,28273,NC,4530,0,2651
66655,1,3/25/2010,ADESA,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,WHITE,AUTO,2,Covers,82728,AMERICAN,VAN,GM,7024,8165,10916,12329,7866,9184,11482,12834,NULL,NULL,8172,28273,NC,7260,0,2282
66656,0,3/25/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,2,Covers,59285,OTHER ASIAN,MEDIUM,OTHER,4170,5063,7278,7950,3857,4779,7275,8378,NULL,NULL,17675,28273,NC,5845,0,505
66657,1,3/25/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,PURPLE,AUTO,NULL,NULL,77077,AMERICAN,MEDIUM,CHRYSLER,4345,4865,7410,8033,4345,4865,8014,8497,NULL,NULL,8172,28273,NC,5340,0,1389
66658,0,3/25/2010,ADESA,2007,3,CHEVROLET,AVEO,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,59695,AMERICAN,COMPACT,GM,5807,6676,8883,10213,4718,5767,8028,9542,NULL,NULL,8172,28273,NC,5240,0,671
66659,1,3/25/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,WHITE,AUTO,2,Covers,84831,OTHER ASIAN,MEDIUM,OTHER,4170,5063,7278,7950,3991,4938,7351,8365,NULL,NULL,17675,28273,NC,4755,0,594
66660,1,3/25/2010,ADESA,2004,6,KIA,SORENTO 2WD,EX,4D SPORT UTILITY EX,NOT AVAIL,AUTO,NULL,NULL,72096,OTHER ASIAN,MEDIUM SUV,OTHER,6979,8216,11416,13219,6425,7855,10659,12822,NULL,NULL,17675,28273,NC,6590,0,1740
66661,0,3/25/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,2,Covers,56086,AMERICAN,MEDIUM,CHRYSLER,4226,5220,7267,8459,4324,5450,7704,8804,NULL,NULL,8172,28273,NC,5640,0,1086
66662,0,3/25/2010,ADESA,2005,5,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,RED,AUTO,1,Alloy,90269,AMERICAN,MEDIUM SUV,GM,7930,9197,11412,12744,7645,9045,12143,13434,NULL,NULL,8172,28273,NC,7660,0,1341
66663,1,3/25/2010,ADESA,2004,6,SATURN,ION,2,4D SEDAN LEVEL 2,GREEN,AUTO,NULL,NULL,90071,AMERICAN,MEDIUM,GM,4247,5369,7089,8962,4201,5341,7206,9161,NULL,NULL,17675,28273,NC,4375,0,909
66664,0,3/25/2010,ADESA,2006,4,HYUNDAI,TIBURON,GS,2D COUPE GS,YELLOW,AUTO,1,Alloy,83985,OTHER ASIAN,SPORTS,OTHER,6982,7874,10460,11399,6189,7444,9646,10814,NULL,NULL,17675,28273,NC,7380,0,983
66665,0,3/25/2010,ADESA,2005,5,NISSAN,SENTRA,Bas,4D SEDAN 1.8,RED,AUTO,2,Covers,53954,TOP LINE ASIAN,COMPACT,OTHER,4511,5508,7471,8578,4554,5531,7683,8760,NULL,NULL,17675,28273,NC,5745,0,505
66666,0,3/25/2010,ADESA,2003,7,DODGE,DURANGO 2WD V8,Spo,4D SUV 4.7L,BLUE,AUTO,1,Alloy,78639,AMERICAN,MEDIUM SUV,CHRYSLER,3503,4692,7349,8134,3704,5138,7281,8481,NULL,NULL,17675,28273,NC,7075,0,1689
66667,0,3/25/2010,ADESA,2004,6,TOYOTA,CAMRY 4C,LE,4D SEDAN LE,WHITE,AUTO,2,Covers,87905,TOP LINE ASIAN,MEDIUM,OTHER,6805,7699,9596,11483,5951,6936,9597,10486,NULL,NULL,17675,28273,NC,8180,0,594
66668,1,3/25/2010,ADESA,2007,3,KIA,RIO,Bas,4D SEDAN,BLACK,AUTO,NULL,NULL,42634,OTHER ASIAN,COMPACT,OTHER,5368,6296,8754,9506,5112,6045,8337,9181,NULL,NULL,8172,28273,NC,5945,0,482
66669,0,3/25/2010,ADESA,2003,7,FORD,EXPEDITION 2WD V8,XLT,4D SUV 4.6L XLT,BEIGE,AUTO,1,Alloy,85207,AMERICAN,LARGE SUV,FORD,7779,8801,11055,12507,6893,8296,10097,11523,NULL,NULL,17675,28273,NC,9270,0,1413
66670,0,4/1/2010,ADESA,2004,6,FORD,FREESTAR FWD V6,SEL,PASSENGER 3.9L SEL,GREEN,AUTO,1,Alloy,68085,AMERICAN,VAN,FORD,4442,5535,7427,8933,3952,4922,7545,8487,NULL,NULL,18880,28273,NC,5745,0,1313
66671,0,4/1/2010,ADESA,2001,9,FORD,TAURUS,SE,4D SEDAN SE,MAROON,AUTO,1,Alloy,87595,AMERICAN,MEDIUM,FORD,2122,2863,4297,5302,2004,2690,4193,4987,NULL,NULL,18880,28273,NC,4375,0,1283
66672,1,4/1/2010,ADESA,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,PURPLE,AUTO,NULL,NULL,63691,AMERICAN,MEDIUM,CHRYSLER,6068,6928,9466,10198,6068,6928,9466,10198,NULL,NULL,18880,28273,NC,6390,0,1215
66673,0,4/1/2010,ADESA,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,2,Covers,81714,TOP LINE ASIAN,MEDIUM,OTHER,6983,8440,10053,11564,6240,8031,9959,12316,NULL,NULL,18880,28273,NC,8165,0,723
66674,1,4/1/2010,ADESA,2004,6,SATURN,ION,2,4D SEDAN LEVEL 2,GREEN,MANUAL,2,Covers,90096,AMERICAN,MEDIUM,GM,4212,5333,7225,9148,3018,4189,5828,8090,NULL,NULL,18880,28273,NC,3165,0,909
66675,0,4/1/2010,ADESA,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,BLUE,AUTO,2,Covers,56347,AMERICAN,MEDIUM,GM,5613,6788,8545,9536,5496,6709,8978,10159,NULL,NULL,18880,28273,NC,5990,0,671
66676,0,4/1/2010,ADESA,2004,6,NISSAN,SENTRA,S,4D SEDAN 1.8S,RED,MANUAL,2,Covers,90146,TOP LINE ASIAN,COMPACT,OTHER,4143,5083,7098,8590,3755,4787,6827,8192,NULL,NULL,18880,28273,NC,3410,0,620
66677,0,4/1/2010,ADESA,2005,5,SCION,XB,Bas,4D WAGON,BLACK,AUTO,1,Alloy,75490,OTHER ASIAN,MEDIUM,OTHER,6271,7622,9348,10856,6359,7774,9875,12072,NULL,NULL,18880,28273,NC,7395,0,569
66678,0,4/8/2010,ADESA,2005,5,NISSAN,SENTRA,Bas,4D SEDAN 1.8,GREY,AUTO,2,Covers,70469,TOP LINE ASIAN,COMPACT,OTHER,4148,5184,6935,7991,4481,5503,7786,8955,NULL,NULL,8172,28273,NC,6070,0,569
66679,0,4/8/2010,ADESA,2007,3,SUZUKI,RENO,,4D SEDAN,WHITE,AUTO,2,Covers,53739,OTHER ASIAN,COMPACT,OTHER,5439,6294,8561,9181,5712,6334,8768,9723,NULL,NULL,8172,28273,NC,5945,0,505
66680,0,4/8/2010,ADESA,2008,2,TOYOTA,CAMRY 4C,CE,4D SEDAN CE,GOLD,AUTO,2,Covers,52944,TOP LINE ASIAN,MEDIUM,OTHER,11417,12249,16196,17111,11112,12156,15286,16332,NULL,NULL,8172,28273,NC,11105,0,505
66681,0,4/8/2010,ADESA,2007,3,FORD,TAURUS,SE,4D SEDAN SE,RED,AUTO,1,Alloy,74906,AMERICAN,MEDIUM,FORD,5739,7033,9050,10434,5353,6722,8956,10312,NULL,NULL,8172,28273,NC,5240,0,920
66682,1,4/8/2010,ADESA,2008,2,CHEVROLET,AVEO,LS,4D WAGON LS,RED,MANUAL,2,Covers,40956,AMERICAN,COMPACT,GM,6634,7032,9487,9938,6379,6917,9248,9797,NULL,NULL,8172,28273,NC,6375,0,623
66683,0,4/8/2010,ADESA,2006,4,CHRYSLER,PACIFICA AWD,Tou,4D SPORT TOURING,BLUE,AUTO,1,Alloy,74403,AMERICAN,CROSSOVER,CHRYSLER,12322,14300,16908,18737,13200,14639,16789,18385,NULL,NULL,8172,28273,NC,9670,0,1857
66684,0,4/8/2010,ADESA,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,SILVER,AUTO,2,Covers,63645,TOP LINE ASIAN,MEDIUM,OTHER,10344,11270,14614,15623,10048,11064,14084,15132,NULL,NULL,8172,28273,NC,9875,0,533
66685,0,4/8/2010,ADESA,2006,4,TOYOTA,CAMRY 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,67147,TOP LINE ASIAN,MEDIUM,OTHER,8538,9723,11903,13789,7577,8672,11008,12090,NULL,NULL,8172,28273,NC,8200,0,533
66686,1,4/8/2010,ADESA,2006,4,KIA,SPECTRA,EX,4D SEDAN,BLUE,AUTO,2,Covers,80284,OTHER ASIAN,MEDIUM,OTHER,5126,6303,8207,9525,5768,6561,8736,9376,NULL,NULL,8172,28273,NC,5340,0,594
66687,0,4/8/2010,ADESA,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,GOLD,AUTO,1,Alloy,67173,AMERICAN,MEDIUM,GM,6872,8042,10415,11422,6659,8057,10663,11858,NULL,NULL,8172,28273,NC,8285,0,1118
66688,0,4/8/2010,ADESA,2005,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.7L SLT,BLUE,AUTO,1,Alloy,90750,AMERICAN,MEDIUM SUV,CHRYSLER,10517,12618,14434,16189,9840,11447,14100,15328,NULL,NULL,8172,28273,NC,9490,0,1918
66689,0,4/8/2010,ADESA,2006,4,TOYOTA,CAMRY V6,LE,4D SEDAN LE,GOLD,AUTO,1,Alloy,83975,TOP LINE ASIAN,MEDIUM,OTHER,9597,10997,13533,14979,9377,10566,13413,14545,NULL,NULL,8172,28273,NC,8710,0,594
66690,0,4/8/2010,ADESA,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN,WHITE,AUTO,1,Alloy,71699,AMERICAN,MEDIUM,CHRYSLER,5291,6189,8499,9252,4311,5699,7411,9797,NULL,NULL,8172,28273,NC,5360,0,1389
66691,0,4/8/2010,ADESA,2009,1,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,BLUE,AUTO,2,Covers,53993,TOP LINE ASIAN,MEDIUM,OTHER,11923,12839,15804,16894,11634,12511,15435,16363,NULL,NULL,8172,28273,NC,10805,0,505
66692,0,4/15/2010,ADESA,2006,4,CHEVROLET,EQUINOX AWD V6,LS,4D SUV LS,SILVER,AUTO,2,Covers,77520,AMERICAN,MEDIUM SUV,GM,10217,12494,13643,15580,9098,11106,13144,14937,NULL,NULL,5546,28273,NC,8400,0,1506
66693,1,4/15/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,RED,AUTO,2,Covers,93032,AMERICAN,MEDIUM,CHRYSLER,5414,6465,8686,9880,5108,6069,8483,9557,NULL,NULL,52117,28273,NC,4775,0,1630
66694,1,4/15/2010,ADESA,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,RED,AUTO,1,Alloy,73734,AMERICAN,MEDIUM SUV,GM,6996,8551,10682,12367,5881,7483,9901,11364,NULL,NULL,52117,28273,NC,9170,0,1974
66695,1,4/15/2010,ADESA,2005,5,SUZUKI,FORENZA,S,4D SEDAN,SILVER,AUTO,1,Alloy,40414,OTHER ASIAN,MEDIUM,OTHER,3485,4470,6433,7191,2692,3503,5938,6810,NULL,NULL,52117,28273,NC,5945,0,482
66696,0,4/15/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,2,Covers,63636,AMERICAN,MEDIUM,CHRYSLER,4389,5557,7394,8767,3686,4560,7021,7947,NULL,NULL,52117,28273,NC,5790,0,1215
66697,0,4/15/2010,ADESA,2007,3,KIA,RIO,Bas,4D SEDAN,BLACK,MANUAL,1,Alloy,30606,OTHER ASIAN,COMPACT,OTHER,4253,5214,6476,7939,5044,6326,7794,9775,NULL,NULL,5546,28273,NC,4430,0,462
66698,0,4/15/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Lim,4D SEDAN,SILVER,AUTO,1,Alloy,88770,AMERICAN,MEDIUM,CHRYSLER,5414,6465,8686,9880,4810,5864,8491,9466,NULL,NULL,5546,28273,NC,6695,0,1503
66699,0,4/15/2010,ADESA,2004,6,CHRYSLER,SEBRING 4C,LX,4D SEDAN,BLUE,AUTO,1,Alloy,64211,AMERICAN,MEDIUM,CHRYSLER,3665,4723,6674,7627,2740,3976,5980,7089,NULL,NULL,52117,28273,NC,4575,0,1020
66700,1,4/15/2010,ADESA,2004,6,CHEVROLET,CAVALIER 4C,LS,4D SEDAN LS SPORT,SILVER,AUTO,1,Alloy,86584,AMERICAN,COMPACT,GM,3483,4717,6246,7163,3322,4526,6745,9189,NULL,NULL,52117,28273,NC,5540,0,1243
66701,0,4/15/2010,ADESA,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,SILVER,AUTO,2,Covers,93235,TOP LINE ASIAN,COMPACT,OTHER,6026,7168,9259,10578,5293,6806,8899,10308,NULL,NULL,5546,28273,NC,5945,0,620
66702,0,4/15/2010,ADESA,2003,7,SATURN,ION,3,4D SEDAN LEVEL 3,GREEN,AUTO,1,Alloy,83639,AMERICAN,MEDIUM,GM,3897,5026,6417,7494,3670,5038,6269,7378,NULL,NULL,5546,28273,NC,5945,0,1153
66703,0,4/15/2010,ADESA,2004,6,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SPORT,GREY,AUTO,1,Alloy,86740,AMERICAN,VAN,CHRYSLER,3810,4717,6855,7790,3817,4441,7449,8317,NULL,NULL,5546,28273,NC,6145,0,1763
66704,0,4/22/2010,ADESA,2003,7,FORD,TAURUS,SES,4D SEDAN SES,SILVER,AUTO,1,Alloy,88934,AMERICAN,MEDIUM,FORD,2956,3907,5832,6947,2554,3517,5521,6700,NULL,NULL,8172,28273,NC,4475,0,1283
66705,0,4/22/2010,ADESA,2006,4,CHEVROLET,UPLANDER FWD V6,LT,PASSENGER EXT 3.5L LT,GOLD,AUTO,1,Alloy,74311,AMERICAN,VAN,GM,8312,10195,12548,15309,8196,10134,12390,14775,NULL,NULL,8172,28273,NC,7380,0,2091
66706,0,4/22/2010,ADESA,2002,8,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GOLD,AUTO,1,Alloy,90638,AMERICAN,MEDIUM SUV,GM,4795,5786,7586,8317,4540,5592,7702,8925,NULL,NULL,8172,28273,NC,6875,0,1641
66707,0,4/22/2010,ADESA,2006,4,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,2,Covers,81193,AMERICAN,VAN,CHRYSLER,6679,8541,9935,11932,5883,7841,10518,12522,NULL,NULL,17675,28273,NC,6855,0,1763
66708,0,4/22/2010,ADESA,2005,5,SUZUKI,FORENZA,S,4D SEDAN,WHITE,AUTO,2,Covers,54716,OTHER ASIAN,MEDIUM,OTHER,3342,4338,6337,7253,3514,4513,7155,8339,NULL,NULL,17675,28273,NC,5945,0,505
66709,0,4/22/2010,ADESA,2007,3,CHEVROLET,COBALT,LS,2D COUPE,WHITE,AUTO,2,Covers,63015,AMERICAN,COMPACT,GM,6563,8107,10088,11967,4945,5689,8268,8988,NULL,NULL,8172,28273,NC,6475,0,728
66710,0,4/22/2010,ADESA,2006,4,MITSUBISHI,LANCER,ES,4D SEDAN ES,SILVER,AUTO,2,Covers,79736,OTHER ASIAN,COMPACT,OTHER,5641,6865,8854,10356,4806,6089,8144,9504,NULL,NULL,17675,28273,NC,5770,0,569
66711,0,4/29/2010,ADESA,2004,6,GMC,ENVOY 4WD 6C,SLE,4D UTILITY 4.2L,SILVER,AUTO,1,Alloy,88701,AMERICAN,MEDIUM SUV,GM,0,0,0,0,5859,7336,9948,11051,NULL,NULL,17675,28273,NC,8710,0,2152
66712,0,4/29/2010,ADESA,2002,8,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,GOLD,AUTO,1,Alloy,87411,AMERICAN,MEDIUM,CHRYSLER,0,0,0,0,2902,3928,5992,6878,NULL,NULL,8172,28273,NC,4735,0,1803
66713,0,4/29/2010,ADESA,2004,6,CHRYSLER,PT CRUISER,GT,4D SEDAN,BLACK,AUTO,1,Alloy,81134,AMERICAN,MEDIUM,CHRYSLER,0,0,0,0,3448,4524,6897,8048,NULL,NULL,17675,28273,NC,5135,0,1633
66714,0,4/29/2010,ADESA,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,2,Covers,84686,AMERICAN,MEDIUM,CHRYSLER,0,0,0,0,6880,8233,10979,11965,NULL,NULL,8172,28273,NC,6995,0,983
66715,0,4/29/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D WAGON,RED,AUTO,2,Covers,76394,OTHER ASIAN,MEDIUM,OTHER,0,0,0,0,5067,5591,7770,8269,NULL,NULL,17675,28273,NC,4735,0,569
66716,0,4/29/2010,ADESA,2005,5,HYUNDAI,TUCSON 2WD 4C,GL,4D CUV,WHITE,AUTO,1,Alloy,69877,OTHER ASIAN,SMALL SUV,OTHER,0,0,0,0,7240,8427,10135,11167,NULL,NULL,8172,28273,NC,7865,0,825
66717,0,4/29/2010,ADESA,2005,5,NISSAN,SENTRA,Bas,4D SEDAN 1.8,GOLD,AUTO,2,Covers,67191,TOP LINE ASIAN,COMPACT,OTHER,0,0,0,0,4395,5485,8013,9274,NULL,NULL,8172,28273,NC,6045,0,533
66718,0,4/29/2010,ADESA,2007,3,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,WHITE,AUTO,1,Alloy,73731,AMERICAN,LARGE,GM,0,0,0,0,7402,8345,11463,12347,NULL,NULL,8172,28273,NC,7260,0,1974
66719,0,4/29/2010,ADESA,2003,7,HONDA,CIVIC,EX,4D SEDAN EX AUTO,BLUE,AUTO,2,Covers,91224,TOP LINE ASIAN,COMPACT,OTHER,0,0,0,0,4884,6281,8016,8804,NULL,NULL,17675,28273,NC,6855,0,1065
66720,0,5/6/2010,ADESA,2007,3,CHEVROLET,1500 SILVERADO PICKU,LS,REG CAB 4.3L,WHITE,AUTO,1,Alloy,89906,AMERICAN,LARGE TRUCK,GM,8824,11061,12941,14973,7949,10139,12408,14766,NULL,NULL,18881,28273,NC,7460,0,1373
66721,1,5/6/2010,ADESA,2005,5,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,NULL,NULL,29355,OTHER ASIAN,MEDIUM,OTHER,4291,5267,7228,8407,4245,5233,7134,8236,NULL,NULL,18881,28273,NC,5745,0,462
66722,0,5/6/2010,ADESA,2007,3,HYUNDAI,SONATA V6,Lim,4D SEDAN,WHITE,AUTO,1,Alloy,69630,OTHER ASIAN,MEDIUM,OTHER,8296,9752,11711,13204,7719,9456,11522,12749,NULL,NULL,18881,28273,NC,8565,0,728
66723,0,5/6/2010,ADESA,2006,4,KIA,SPECTRA,EX,4D SEDAN,BLACK,AUTO,2,Covers,85776,OTHER ASIAN,MEDIUM,OTHER,5498,6554,8519,9370,4699,5723,7549,8837,NULL,NULL,18881,28273,NC,5770,0,594
66724,0,5/6/2010,ADESA,2005,5,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SE,BLUE,AUTO,2,Covers,87513,AMERICAN,VAN,CHRYSLER,5757,7524,8835,10990,5565,6560,9503,11064,NULL,NULL,18881,28273,NC,5945,0,1763
66725,0,5/6/2010,ADESA,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,GOLD,AUTO,2,Covers,80396,TOP LINE ASIAN,MEDIUM,OTHER,6701,7993,9880,11623,5957,6967,10004,11031,NULL,NULL,18881,28273,NC,8465,0,723
66726,0,5/6/2010,ADESA,2006,4,SUZUKI,RENO,,4D SEDAN,RED,AUTO,2,Covers,65920,OTHER ASIAN,COMPACT,OTHER,4480,5251,7597,8264,3336,3888,5818,6781,NULL,NULL,18881,28273,NC,6275,0,533
66727,0,5/6/2010,ADESA,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,GOLD,AUTO,1,Alloy,66852,AMERICAN,MEDIUM,GM,6961,8230,10793,11991,6440,7632,9588,10943,NULL,NULL,18881,28273,NC,8080,0,1118
66728,0,5/6/2010,ADESA,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,77784,AMERICAN,LARGE,GM,8159,9843,12103,13699,7272,8658,10765,12383,NULL,NULL,18881,28273,NC,7175,0,1974
66729,0,5/13/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GOLD,AUTO,2,Covers,64439,AMERICAN,COMPACT,GM,5053,6227,8192,9480,4516,5689,7583,8852,NULL,NULL,17675,28273,NC,6250,0,728
66730,0,5/13/2010,ADESA,2007,3,HYUNDAI,ACCENT,GLS,4D SEDAN GLS,WHITE,AUTO,2,Covers,78426,OTHER ASIAN,COMPACT,OTHER,5496,6420,9019,10054,5904,7016,9175,10004,NULL,NULL,8172,28273,NC,4935,0,920
66731,0,5/13/2010,ADESA,2005,5,PONTIAC,G6 V6,Bas,4D SEDAN,GOLD,AUTO,1,Alloy,88428,AMERICAN,MEDIUM,GM,5774,7128,8873,10489,5480,6704,8744,9875,NULL,NULL,8172,28273,NC,5640,0,1373
66732,0,5/13/2010,ADESA,2001,9,NISSAN,PATHFINDER 4WD V6,LE,4D SPORT UTILITY LE,GOLD,AUTO,1,Alloy,96786,TOP LINE ASIAN,MEDIUM SUV,OTHER,5410,6292,8552,9490,4944,6120,8101,9823,NULL,NULL,8172,28273,NC,6855,0,1641
66733,0,5/13/2010,ADESA,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,WHITE,AUTO,1,Alloy,82209,AMERICAN,LARGE,GM,7238,8604,10666,12136,6268,7596,10123,11523,NULL,NULL,17675,28273,NC,7660,0,2152
66734,0,5/13/2010,ADESA,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2,Covers,87387,AMERICAN,MEDIUM,CHRYSLER,3549,4543,7027,8995,2966,3972,6874,7688,NULL,NULL,8172,28273,NC,5240,0,1503
66735,0,5/13/2010,ADESA,2007,3,FORD,FUSION 4C,SE,4D SEDAN SE,BLACK,MANUAL,1,Alloy,51413,AMERICAN,MEDIUM,FORD,10498,11921,14142,15313,10528,12118,15795,18181,NULL,NULL,8172,28273,NC,8970,0,671
